82f0e170,Yūsuke Tanaka,2006-2017,1,JPN,jp,Ventforet Kofu!Avispa Fu...
5eb7e203,Rodrigo Salinas,2008-2018,1,MEX,mx,Toluca!Puebla!Morelia!...
8e3320c6,Luis Jiménez,2002-2011,0,CHI,cl,Ternana!Cesena!Internaz...
c03232af,Juan Manuel Torres,2002-2015,0,ARG,ar,San Lorenzo de Almagro!R...
56cceca5,Adrian Winter,2009-2018,1,SUI,ch,FC Zürich!FC Luzern!FC ...
4bc5f2b4,Óscar Romero,2011-2018,1,PAR,py,Alavés!Cerro Porteño!Ra...
f6c38a9d,Vasco Faísca,2001-2014,0,POR,pt,Ascoli!Vicenza!Padova!...
2cf1009b,Lino Marzorati,2006-2016,0,ITA,it,Empoli!Modena!Sassuolo,...
7a99f7bf,Miguel Angel Torres,2005-2014,0,PER,pe,Club Universitario de Dep...
f99beca9,Gary Pallister,1992-2001,0,ENG,gb-eng,Manchester United!Middle...
0f0343f6,Luis Alberto Perea,2006-2016,0,VEN,co,Club Deportivo Universida...
13b08745,Abdou Razack Traoré,2007-2018,1,BFA,bf,Konyaspor!Lechia Gdańsk,...
27f0fcda,Richmond Boakye,2009-2018,1,GHA,gh,Red Star Belgrade!Sassuo...
a57dbe0b,Jacek Krzynówek,2001-2010,0,POL,pl,Nürnberg!Bayer Leverkuse...
d2ba82c1,Milan Gajić,2007-2017,0,SRB,rs,BSC Young Boys!FC Zürich...
2940a5b4,Strahil Popov,2009-2018,1,BUL,bg,Kasımpaşa Spor Kulübü!PF...
9ad115ba,Alessandro Frara,2002-2018,1,ITA,it,Frosinone!Ternana!Spezi...
a09c6406,Mustafa Abdellaoue,2010-2017,1,NOR,no,Aalesunds FK!Tromsø IL!...
56923ba9,Emilio Izaguirre,2010-2018,1,HON,hn,Al-Fayha!Celtic
dff43161,Tomáš Wágner,2009-2018,1,CZE,cz,MFK Karviná!1. FK Příbra...
5c289caa,Jérôme Lemoigne,2006-2017,0,FRA,fr,Sedan!Lens!Gazélec Ajaccio
fc336f9c,Yu Hanchao,2010-2017,1,CHN,cn,Guangzhou Evergrande Taob...
e7a02f20,Alanzinho,2003-2016,0,BRA,br,Trabzonspor!Stabæk Fotba...
7a8c8aeb,Kévin Constant,2006-2018,1,GUI,gn,FC Sion!Milan!Châteauro...
810e6e93,Bruno Valdez,2011-2018,1,PAR,py,América!Club Sol de Amér...
ab2a3515,Morten Skoubo,2002-2014,0,DEN,dk,Odense Boldklub!Roda JC ...
2b434600,Toumani Diagouraga,2005-2018,1,FRA,fr,Fleetwood Town!Plymouth ...
ad1d334f,Adrien Trebel,2010-2018,1,FRA,fr,Anderlecht!Nantes!Stand...
81c0bdd6,Jesús Eduardo Zavala,2005-2018,1,MEX,mx,Monterrey
32ed02ef,Mohammad Reza Khalatbari,2009-2018,1,IRN,ir,Padideh FC!Sepahan FC!Z...
0dab9943,Tabaré Viúdez,2006-2017,1,URU,uy,Club Nacional de Football...
b88a3e11,Raúl Fernández,2005-2017,1,PER,pe,Club Universitario de Dep...
8445ba14,Kemal Izzet,2002-2013,0,TUR,tr,Colchester United
eccbe56a,Filip Đuričić,2009-2018,1,SRB,rs,Sampdoria!Benevento!Hee...
4bc663cc,Christian Rodrigo Zurita,2001-2012,0,ARG,ar,Gaziantepspor!Club Atlét...
62cca3d5,Henri Sillanpää,2004-2015,0,FIN,fi,Vaasan Palloseura!AC All...
88ae9980,Vladan Čukić,2006-2017,0,SRB,rs,Ferencvárosi TC!Kecskemé...
05a275e0,João Aurélio,2008-2018,1,POR,pt,Vitória Guimarães!Nacional
53b03dac,Serkan Kırıntılı,2003-2018,1,TUR,tr,Konyaspor!MKE Ankaragücü...
12c97064,Tommy Thelin,2006-2017,1,SWE,se,Jönköpings Södra IF!Åtvi...
cbed6d39,Veselin Minev,2009-2018,1,BUL,bg,FC Etar 1924 Veliko Tarno...
22051fbe,Giulio Donati,2010-2018,1,ITA,it,Mainz 05!Bayer Leverkuse...
45f14e16,Filippo Cristante,2001-2011,0,ITA,it,Piacenza!Mantova!Ancona...
efaaae13,Xisco,2001-2016,0,ESP,es,Betis!Levante!Valencia,...
d3009186,Joshua John,2007-2018,1,NED,nl,Bursaspor!Sparta Rotterd...
3e9a1176,Kirill Kombarov,2006-2018,1,RUS,ru,FC Arsenal Tula!FC Dynam...
f54389b8,Laurențiu Rus,2006-2018,1,ROU,ro,CFR Cluj!FC Dinamo Bucur...
92a5c8a6,Lasse Kryger,2003-2018,1,DEN,dk,AC Horsens!Esbjerg fB!V...
5bc1b2e5,Oleg Ivanov,2004-2018,1,RUS,ru,FC Terek Grozny!FC Kryli...
e7c41de0,Marcos Cáceres,2007-2017,1,PAR,py,Cerro Porteño!Newell's O...
1349f9d0,Logan Bailly,2003-2018,1,BEL,be,Excel Mouscron!Genk!OH ...
7c6eed78,Adam Larsen Kwarasey,2007-2017,1,GHA,gh,Vålerenga Fotball!Strøms...
912de1ad,Matthew Lawrence,2001-2012,0,ENG,gb-eng,Millwall!Crystal Palace,...
3d3d63b9,Antonio Calle,2001-2011,0,ESP,es,Xerez!Recreativo!Albace...
bc1e204d,Ben Marshall,2009-2018,1,ENG,gb-eng,Wolverhampton Wanderers!...
744a8a7c,Jordi,2008-2017,0,ESP,es,Betis!Club Brugge!Rayo ...
d47cd62c,Lorenzo Reyes,2009-2017,1,CHI,cl,Club Universidad de Chile...
a594bbdd,Nicola Pozzi,2004-2016,0,ITA,it,Empoli!Sampdoria!Vicenz...
a0b730dc,Roman Bezus,2008-2018,1,UKR,ua,Sint-Truiden!FC Vorskla ...
8d344a00,Denys Oliynyk,2006-2017,0,UKR,ua,FC Metalist Kharkiv!Vite...
92b17b2a,Omar El Kaddouri,2008-2018,1,MAR,ma,PAOK FC!Torino!Napoli!...
e7f6ee18,John Chibuike,2009-2016,0,NGA,ng,Rosenborg BK!BK Häcken!...
767bc81c,Miloš Pavlović,2006-2018,1,SRB,rs,FK Voždovac!FC Vaslui!A...
8ac0ac9c,Willians,2007-2017,1,BRA,br,Goiás Esporte Clube!Club...
432cd561,Mauro Cejas,2004-2017,0,ARG,ar,Tecos!Newell's Old Boys,...
9ae3dea4,Łukasz Garguła,2005-2015,0,POL,pl,Wisła Kraków!GKS Bełchat...
a5d6fc3b,Alje Schut,2000-2015,0,NED,nl,Utrecht!Mamelodi Sundowns FC
5700824a,Bryan Linssen,2008-2018,1,NED,nl,Vitesse!VVV-Venlo!Herac...
42f93b8f,Colin Cooper,1994-2005,0,ENG,gb-eng,Middlesbrough!Nottingham...
cb1bb889,Luke Summerfield,2006-2018,1,ENG,gb-eng,Grimsby Town!Plymouth Ar...
4cc82fe1,Roman Hubník,2007-2018,1,CZE,cz,FC Viktoria Plzeň!Hertha...
2513a588,Luciano Vietto,2011-2018,1,ARG,ar,Atlético Madrid!Valencia...
8bd428a1,Ádám Bódi,2009-2018,1,HUN,hu,Debreceni VSC!Videoton FC
77946472,Piotr Świerczewski,1999-2010,0,POL,pl,Bastia!Lech Poznań!Dysk...
a9dfa7ad,Rúben Amorim,2003-2015,0,POR,pt,Benfica!Belenenses!Braga
a83f301d,Júnior Díaz,2007-2017,0,CRC,cr,Wisła Kraków!Mainz 05!W...
a9d282e9,Lars Kristian Eriksen,2003-2016,0,NOR,no,Lyn Fotball!Odds BK!Lil...
844dc9d7,Jahmir Hyka,2008-2017,1,ALB,al,San Jose Earthquakes!FC ...
1286ba63,Danilo da Silva,2005-2017,1,BRA,br,Sport Club Internacional,...
3e87f73c,Aleksander Kwiek,2002-2016,0,POL,pl,Górnik Zabrze!Odra Wodzi...
167f9a0b,Sebastián Miranda,2005-2014,0,CHI,cl,Unión Española!Columbus ...
a9dc785c,Neto,2009-2018,1,BRA,br,Valencia!Fiorentina!Clu...
5b803ce4,Luiz Alberto,2000-2014,0,BRA,br,Fluminense FC!Real Socie...
509002bc,Wade Barrett,1998-2009,0,USA,us,San Jose Earthquakes!Hou...
ae3d2f47,Nicklas Helenius,2010-2018,1,DEN,dk,Odense Boldklub!AaB Fodb...
d97cccc9,Ryan Jack,2010-2018,1,SCO,gb-sco,Rangers!Aberdeen
cab4f100,Stefanos Athanasiadis,2006-2017,0,GRE,gr,PAOK FC
1ae8b66d,Pavlo Rebenok,2004-2018,1,UKR,ua,FC Vorskla Poltava!FC Ch...
0914d7ba,Ilja Venäläinen,2003-2013,0,FIN,fi,Kuopion Palloseura!FC Ko...
94c48eea,Jamie Hamill,2006-2017,0,SCO,gb-sco,Kilmarnock!Heart of Midl...
deb82749,Juan Manuel Insaurralde,2002-2018,1,ARG,ar,Boca Juniors!Newell's Ol...
3024e383,José Ángel,2008-2018,1,ESP,es,Eibar!Sporting Gijón!Re...
3cb3aa2a,Johannes Flum,2008-2018,1,GER,de,St. Pauli!Freiburg!Eint...
ed2926e4,Shpëtim Hasani,2006-2017,1,KVX,xk,Degerfors IF!IFK Norrköp...
f7a77c96,Trygve Nygaard,2000-2013,0,NOR,no,Viking FK!FK Haugesund
4884733f,Dorge Kouemaha,2004-2016,0,CMR,cm,Club Brugge!MSV Duisburg...
f3e46044,Martin Kayongo-Mutumba,2002-2017,1,UGA,ug,Örgryte IS!AIK Fotboll!...
c6c19cba,Junior Viza,2005-2016,0,PER,pe,Alianza Lima!Juan Aurich...
09a1ed52,Iván Hernández,2003-2014,0,ESP,es,Sporting Gijón!Atlético ...
8440190e,Dénes Szakály,2006-2018,1,HUN,hu,Paksi SE!Videoton FC!Ka...
ab028814,Mariano Bogliacino,2003-2017,1,URU,uy,Plaza Colonia!Napoli!Ch...
d45b47b4,Víctor Cáceres,2007-2017,1,PAR,py,Cerro Porteño!Club Liber...
cd387ff4,Fallou Diagne,2009-2018,1,SEN,sn,Metz!Freiburg!Rennes!W...
b5e3874c,Marquitos,2006-2015,0,ESP,es,Valladolid!Villarreal B,...
7a435eb3,Hillel Soudani,2011-2018,1,ALG,dz,GNK Dinamo Zagreb!Vitóri...
a19be070,Luc Castaignos,2009-2018,1,NED,nl,Vitesse!Twente!Feyenoor...
cca08d01,Josu Sarriegi,2000-2012,0,ESP,es,Panathinaikos FC!Alavés,...
f26579f5,Jay Spearing,2009-2018,1,ENG,gb-eng,Blackpool!Bolton Wandere...
524fb9b3,Henny Schilder,2007-2018,1,NED,nl,Volendam
894cfe3d,Bram van Polen,2007-2018,1,NED,nl,Zwolle
240e4301,Danny Mills,1998-2008,0,ENG,gb-eng,Leeds United!Charlton At...
30cd5ca5,Philipp Hosiner,2009-2018,1,AUT,at,Union Berlin!FK Austria ...
cf5c3ef1,Carlos Izquierdoz,2010-2018,1,ARG,ar,Santos Laguna!Club Atlét...
26d8b002,Eric Bicfalvi,2006-2018,1,ROU,ro,FC Ural Sverdlovsk Oblast...
b2cab8f4,Juan Pablo Colinas,2002-2016,0,ESP,es,Sporting Gijón!Numancia,...
12aca697,Kamil Vacek,2009-2018,1,CZE,cz,Śląsk Wrocław!AC Sparta ...
f7fcdb88,Ívar Ingimarsson,2002-2012,0,ISL,is,Reading!Wolverhampton Wa...
b08f5596,Everton,2006-2015,0,BRA,br,Heracles Almelo!Shanghai...
849953fa,Nick Garcia,2000-2010,0,USA,us,Sporting KC!Toronto FC!...
774dc45e,Patrick Kisnorbo,2003-2016,0,AUS,au,Leicester City!Melbourne...
ee926a02,Arijan Ademi,2007-2018,1,MKD,hr,GNK Dinamo Zagreb!HNK Ši...
3872a972,Marco Crimi,2010-2018,1,ITA,it,Virtus Entella!Cesena!G...
bf128669,Agostino Garofalo,2002-2018,1,ITA,it,Venezia!Grosseto!Torino...
30eeb24a,Bonaventure Kalou,2000-2010,0,CIV,ci,Feyenoord!Auxerre!Paris...
0eda0ab8,Michael Agazzi,2005-2018,1,ITA,it,Ascoli!Cagliari!Triesti...
4ba28471,Julián Estiven Vélez,2006-2015,0,COL,co,Ulsan Hyundai FC!Atlétic...
b9fc0f8f,Pablo Vitti,2003-2017,0,ARG,ar,Rosario Central!LDU Quit...
dd0c806c,Matías Lequi,2001-2016,0,ARG,ar,Celta Vigo!Club Atlético...
ec9a28ce,Danny Williams,2009-2018,1,USA,us,Huddersfield Town!Readin...
7723e638,Stergos Marinos,2005-2018,1,GRE,gr,Charleroi!Panathinaikos ...
fe64c1fc,Feng Xiaoting,2009-2017,1,CHN,cn,Guangzhou Evergrande Taob...
f15ad2e2,Ricardo,2004-2018,1,CPV,cv,Paços de Ferreira!Beira-...
d19fd132,Mirko Eramo,2006-2018,1,ITA,it,Virtus Entella!Crotone!...
f4648d49,Fernandão,2001-2010,0,BRA,br,Sport Club Internacional,...
fb9029a2,Jang Hak-young,2007-2016,0,KOR,kr,Seongnam FC!Busan IPark
f27df357,Rudy Riou,1999-2016,0,FRA,fr,Montpellier!Lens!Nantes...
cc29324e,Alejandro Arribas,2009-2018,1,ESP,es,Deportivo La Coruña!UNAM...
6d6e2b7f,Adrian Leijer,2005-2016,0,AUS,au,Melbourne Victory FC!Suw...
1cd87320,Matthias Ostrzolek,2010-2018,1,GER,de,Hannover 96!Hamburger SV...
62d652b1,Maximiliano Bustos,2001-2013,0,ARG,ar,Club Atlético Vélez Sarsf...
107c6fbd,Rúben Micael,2008-2018,1,POR,pt,Paços de Ferreira!Braga,...
ef1c74af,Gastón Díaz,2007-2017,0,ARG,ar,Club Atlético Vélez Sarsf...
23cbf415,David Fuster,2008-2017,0,ESP,es,Olympiacos FC!Elche!Vil...
8c0a83b7,Marius Constantin,2006-2018,1,ROU,ro,CS Gaz Metan Mediaș!FC V...
5a51524e,Todd Dunivant,2003-2015,0,USA,us,LA Galaxy!San Jose Earth...
dd5cd43e,Mathias Doumbé,2002-2014,0,FRA,fr,Plymouth Argyle!Milton K...
c1a297b4,Josetxo,2001-2012,0,ESP,es,Osasuna!Huesca
3bb76c65,Álvaro,2000-2014,0,BRA,br,Zaragoza!Las Palmas!Lev...
32634b49,Nabil Baha,2004-2013,0,MAR,ma,Málaga!Racing Ferrol!Sa...
21bcae20,Toshiya Fujita,2001-2011,0,JPN,jp,Júbilo Iwata!Nagoya Gram...
141d32b0,Chris Armas,1996-2007,0,USA,pr,Chicago Fire!LA Galaxy
7994a7f9,Papa Bouba Diop,2001-2013,0,SEN,sn,Fulham!Portsmouth!Lens,...
09589e00,Álvaro Navarro,2006-2018,1,URU,uy,Puebla!Defensor Sporting...
49ae4072,Nathan Delfouneso,2008-2018,1,ENG,gb-eng,Blackpool!Aston Villa!S...
142ed694,John Mensah,2001-2013,0,GHA,gh,Rennes!Sunderland!Genoa...
7676df3f,Alhassane Keita,2003-2016,0,GUI,gn,FC Zürich!Mallorca!Jack...
c3bb247b,Tomasz Radzinski,2001-2011,0,CAN,ca,Fulham!Everton!Lierse!...
e49e3b3a,Diego Villar,2001-2017,0,ARG,ar,Godoy Cruz Antonio Tomba,...
f15b778f,Zeca,2010-2018,1,GRE,gr,Panathinaikos FC!FC Cope...
cde17c0f,Michael Ball,1996-2009,0,ENG,gb-eng,Everton!Rangers!Manches...
3889f6ff,Claudiu Voiculeț,2006-2017,0,ROU,ro,CS Pandurii Târgu Jiu!FC...
48f984b4,Uğur Uçar,2003-2018,1,TUR,tr,İstanbul Başakşehir FK!G...
bcf1b2e9,Baptiste Reynet,2011-2018,1,FRA,fr,Dijon!Lorient
7aa0ec0f,Lukáš Vácha,2009-2018,1,CZE,cz,AC Sparta Prague!FC Slov...
3597a728,Igor Bišćan,2000-2012,0,CRO,hr,Liverpool!GNK Dinamo Zag...
7c1a0c67,Mário Fernandes,2009-2018,1,RUS,ru,PFC CSKA Moscow!Grêmio
d373cc7c,Luis Nery Caballero,2009-2017,1,PAR,py,Club Nacional!Club Guara...
dd389a8e,Jason Oost,2002-2016,0,NED,nl,Almere City!RKC Waalwijk...
386de9b1,Gaëtan Courtet,2010-2018,1,FRA,fr,Lorient!Reims!Auxerre!...
5f186f5c,Lluís Sastre,2008-2018,1,ESP,es,Huesca!Valladolid!Leganés
5bca867f,Keith Andrews,2001-2015,0,IRL,ie,Milton Keynes Dons!Black...
325c9431,Ulrich Vinzents,2003-2012,0,DEN,dk,Malmö FF!Odense Boldklub...
3d016b29,Marcus Haber,2009-2018,1,CAN,ca,Dundee!Crewe Alexandra!...
b8108aea,Nick Fenton,2002-2014,0,ENG,gb-eng,Rotherham United!Notts C...
10b3558a,Fred Benson,2004-2017,0,NED,nl,RKC Waalwijk!Vitesse!Zw...
39315a29,Javier Cortés,2008-2018,1,MEX,mx,UNAM!Santos Laguna
be214fc9,Hugo Henrique Assis do Nascimento,2003-2016,0,BRA,br,São Paulo FC!Grêmio!Goi...
4cdba89f,Craig Dargo,2000-2013,0,SCO,gb-sco,Kilmarnock!St Mirren!In...
0a240815,Benjamin Mokulu,2007-2018,1,COD,cd,Cremonese!Lokeren!Avell...
cd0fa27b,Hakan Çalhanoğlu,2011-2018,1,TUR,tr,Milan!Bayer Leverkusen!...
bdf267e7,Andy Booth,1996-2009,0,ENG,gb-eng,Huddersfield Town!Sheffi...
da6ce369,Gary Mackay-Steven,2011-2018,1,SCO,gb-sco,Aberdeen!Dundee United!...
ed45c6fb,Hanyer Mosquera,2007-2017,1,COL,co,Águilas Doradas!Deportes...
e7499b58,Mateusz Cetnarski,2007-2018,1,POL,pl,Sandecja Nowy Sącz!GKS B...
caf38c72,Iñigo Idiakez,1999-2008,0,ESP,es,Real Sociedad!Derby Coun...
c9cc6332,Marc Overmars,1997-2009,0,NED,nl,Barcelona!Arsenal!Go Ah...
5f1d07f6,Timm Klose,2010-2018,1,SUI,ch,Norwich City!Nürnberg!W...
8525eab1,Rodrigo Ezequiel Díaz,2001-2015,0,ARG,ar,Deportes Iquique!Club At...
cca1a9ca,Darren Barr,2005-2018,1,SCO,gb-sco,Greenock Morton!Falkirk,...
ade643d3,Danny Cadamarteri,1997-2013,0,ENG,gb-eng,Everton!Bradford City!H...
ccc520dc,Mihai Pintilii,2006-2018,1,ROU,ro,FC Steaua București!CS P...
6874478d,Matt Harrold,2003-2018,1,ENG,gb-eng,Crawley Town!Leyton Orie...
55b98c29,Keisuke Iwashita,2005-2017,1,JPN,jp,Avispa Fukuoka!Shimizu S...
ef5c4d7d,Taisir Al-Jassim,2009-2018,1,KSA,sa,Al-Ahli SC
1ca98ff3,Terrell Forbes,2002-2013,0,ENG,gb-eng,Yeovil Town!Leyton Orien...
7c088cd6,Philippe Koch,2008-2018,1,SUI,ch,FC Zürich!FC St. Gallen,...
703d969c,Marco Rigoni,2001-2014,0,ITA,it,Triestina!Novara!Pescar...
4ab4976e,Rory Fallon,2001-2018,1,NZL,nz,Torquay United!Plymouth ...
7c2722a8,Davi Rodrigues de Jesus,2004-2015,0,BRA,br,Guangzhou R&F FC!Paraná ...
e33f36d5,Bram Nuytinck,2009-2018,1,NED,nl,Udinese!Anderlecht!NEC ...
51fef3ea,Kota Hattori,2001-2012,0,JPN,jp,Sanfrecce Hiroshima!Fagi...
f0ccb090,Dan Harding,2002-2016,0,ENG,gb-eng,Southampton!Ipswich Town...
0012caa1,Dean Kiely,2000-2010,0,IRL,ie,Charlton Athletic!West B...
668d4e93,Antonio Tomás,2005-2017,0,ESP,es,Numancia!Deportivo La Co...
84340e6d,Pape Diakhaté,2005-2016,0,SEN,sn,Nancy!FC Dynamo Kyiv!Gr...
fe278764,Stephen Hughes,1994-2009,0,ENG,gb-eng,Coventry City!Arsenal!W...
4fc42ec2,Liam Trotter,2006-2018,1,ENG,gb-eng,AFC Wimbledon!Millwall!...
fe81d0d1,Nicolás Lodeiro,2007-2017,1,URU,uy,Seattle Sounders FC!Bota...
13b52dec,André,2009-2017,1,BRA,br,Sport Club do Recife!Clu...
1555979b,Kim Chi-gon,2007-2015,0,KOR,kr,Ulsan Hyundai FC!FC Seou...
f2e3b81c,Robert Žulj,2010-2018,1,AUT,at,Hoffenheim!SV Ried!Greu...
2e3d4bcf,Nuno Assis,2002-2012,0,POR,pt,Vitória Guimarães!Benfic...
333ec821,Assani Lukimya-Mulongoti,2007-2017,1,COD,cd,Liaoning Whowin FC!Werde...
1df59e7b,Jamie Clapham,2000-2012,0,ENG,gb-eng,Ipswich Town!Birmingham ...
aae500a8,Francisco Fonseca,2003-2014,0,MEX,mx,UANL!Atlante!UNAM!Cruz...
f6ddff8c,Kener Arce,2008-2017,1,ECU,ec,Independiente del Valle!...
e683766b,Vasyl Kobin,2004-2018,1,UKR,ua,FC Veres Rivne!FC Karpat...
1dd51eaf,Roberto Muzzi,1998-2007,0,ITA,it,Udinese!Torino!Lazio!C...
370a7c37,Kennedy Mweene,2007-2017,0,ZAM,zm,Free State Stars FC!Mame...
3f7cd8f1,Philipp Bargfrede,2009-2018,1,GER,de,Werder Bremen
ab6928f2,Georgi Shchennikov,2009-2018,1,RUS,ru,PFC CSKA Moscow
9d40ca9c,Ondřej Kúdela,2009-2018,1,CZE,cz,FC Slovan Liberec!SK Sla...
b0c42340,Marco Di Loreto,2000-2009,0,ITA,it,Perugia!Torino!Fiorentina
74e1df36,Donovan Ricketts,2004-2015,0,JAM,jm,Bradford City!LA Galaxy,...
c8456169,Luigi Bruins,2006-2018,1,NED,nl,Excelsior!Feyenoord!Nic...
a640ac37,Seyi Olajengbesi,2004-2016,0,NGA,ng,Alemannia Aachen!Sandhau...
f716e4e4,Nélson Oliveira,2009-2018,1,POR,pt,Norwich City!Rennes!Dep...
2cc16265,Frederik Boi,2003-2014,0,BEL,be,Cercle Brugge!OH Leuven
f7c35434,Eric Djemba-Djemba,2001-2014,0,CMR,cm,Odense Boldklub!Nantes!...
f3722c97,Yunus Mallı,2011-2018,1,TUR,tr,Wolfsburg!Mainz 05
62b03342,Jeff Parke,2004-2014,0,USA,us,New York Red Bulls!Seatt...
840573e7,Róbert Vittek,2003-2017,0,SVK,sk,Nürnberg!Lille!MKE Anka...
418c6cc3,Blas Irala,2007-2017,1,PAR,py,Deportivo Capiatá!Sporti...
fb4a36c3,Éric Matoukou,2003-2015,0,CMR,cm,Genk!FC Inter Turku!FC ...
d71fe506,Antonio Bellavista,1999-2011,0,ITA,it,Bari!Cittadella
9988eb0c,Hyun Young-min,2006-2015,0,KOR,kr,FC Seoul!Ulsan Hyundai F...
5e9dba5d,Cuauhtémoc Blanco,2000-2016,0,MEX,mx,América!Chicago Fire!Va...
28a15394,Antonio Rosati,2004-2018,1,ITA,it,Perugia!Lecce!Napoli!F...
65195d00,Giuseppe De Luca,2010-2018,1,ITA,it,Virtus Entella!Bari!Var...
043089aa,Javier Umbides,2010-2018,1,ARG,ar,Atromitos FC!Orduspor!A...
28e01b39,Romain Brégerie,2009-2018,1,FRA,fr,Darmstadt 98!Ingolstadt ...
858a6aab,Yahya Al-Shehri,2009-2018,1,KSA,sa,Al-Nassr FC!Ettifaq FC
0990f2fb,Fernando Varela,2008-2018,1,CPV,cv,PAOK FC!FC Steaua Bucure...
4d0b594c,Francesco Bega,2001-2011,0,ITA,it,Brescia!Triestina!Cagli...
bd4685bb,Frank Fahrenhorst,2000-2010,0,GER,de,Bochum!Hannover 96!Werd...
b657d610,Renato Ramos,2005-2016,0,CHI,cl,CD Universidad de Concepc...
245c2093,Gary Roberts,2006-2018,1,ENG,gb-eng,Wigan Athletic!Huddersfi...
86b30561,Sebastian Jung,2008-2018,1,GER,de,Wolfsburg!Eintracht Fran...
2c01572f,Yoichiro Kakitani,2006-2017,1,JPN,jp,Cerezo Osaka!Tokushima V...
e7375367,Gabriel Peñalba,2004-2018,1,ARG,ar,Cruz Azul!Las Palmas!Cl...
81f0781e,Gerard Moreno,2010-2018,1,ESP,es,Espanyol!Villarreal!Mal...
f8ea6e80,Francesco Cozza,1999-2010,0,ITA,it,Reggina!Siena!Salernita...
d459281d,Miiko Albornoz,2008-2018,1,CHI,cl,Hannover 96!IF Brommapoj...
bd0f03fe,Owain Fôn Williams,2008-2018,1,WAL,gb-wal,Inverness CT!Tranmere Ro...
cf5648ad,Miloš Mihajlov,2006-2018,1,SRB,rs,FK Voždovac!Konyaspor!F...
42f55fdd,Javier Villarreal,2001-2012,0,ARG,ar,Cerro Porteño!Club Atlét...
faf65358,Oleksiy Gai,2003-2015,0,UKR,ua,FC Shakhtar Donetsk!FC I...
c6cb0a85,Darren O'Dea,2006-2018,1,IRL,ie,Dundee!Celtic!Leeds Uni...
a3fe36fd,Tomáš Abrahám,2004-2014,0,CZE,cz,Denizlispor!FC Wacker In...
982990e8,Michał Żewłakow,2003-2013,0,POL,pl,Olympiacos FC!Anderlecht...
1b0fa9f8,Ivan Tsvetkov,2002-2017,0,BUL,bg,PFC Botev Plovdiv!Sparta...
cc9ba8bd,Stefan Rodevåg,2004-2017,1,SWE,se,Falkenbergs GIK!Örebro S...
82681c59,Dmitri Torbinski,2002-2017,0,RUS,ru,FC Lokomotiv Moscow!FC S...
2be26307,Ross Tokely,2004-2013,0,SCO,gb-sco,Inverness CT!Ross County
49a7ada9,Dennis Grote,2005-2018,1,GER,de,Chemnitzer FC!Preußen Mü...
ca63e39d,Kléber,2003-2014,0,BRA,br,Santos FC!Sport Club Int...
ac732ee5,Jimmy Ryan,2007-2018,1,IRL,ie,Blackpool!Accrington Sta...
e7fba767,Alan Kardec,2007-2017,1,BRA,br,Chongqing Lifan FC!CR Va...
c7c8df2d,Maximiliano Núñez,2008-2017,1,ARG,ar,Millonarios FC!Estudiant...
77897c8d,Arturo Di Napoli,1998-2009,0,ITA,it,Messina!Salernitana!Pal...
7f57b362,Heikki Aho,2003-2016,0,FIN,fi,Tampere United!FF Jaro!...
32b4939c,Anton Fink,2009-2018,1,GER,de,Karlsruher!Chemnitzer FC...
d3d075a0,Vince Lia,2005-2018,1,AUS,au,Adelaide United FC!Welli...
c500053c,Radek Šírl,2003-2016,0,CZE,cz,FC Zenit Saint Petersburg...
75d942ab,Andy Barcham,2007-2018,1,ENG,gb-eng,AFC Wimbledon!Gillingham...
4d7faad1,Felix Kroos,2008-2018,1,GER,de,Union Berlin!Werder Brem...
dccd5092,Rydell Poepon,2006-2016,0,NED,nl,De Graafschap!Sparta Rot...
b69c1ab4,Javier Mercedes González,2007-2013,0,PAR,py,Club Nacional!Club Guara...
1109b59a,René Aufhauser,2003-2011,0,AUT,at,FC Red Bull Salzburg!Gra...
2e7f2fed,Neider Morantes,2006-2014,0,COL,co,Envigado FC!Independient...
3faa1780,Lukas Rupp,2009-2018,1,GER,de,Hoffenheim!Paderborn 07,...
98790008,Vitali Kaleshin,2004-2017,0,RUS,ru,FC Krasnodar!FC Rubin Ka...
45d08d38,Christophe Mandanne,2009-2018,1,FRA,fr,Châteauroux!Guingamp!Di...
8be746f9,Ezra Hendrickson,1997-2008,0,VIN,vc,LA Galaxy!Columbus Crew,...
6c0a8388,Peter Pawlett,2008-2018,1,SCO,gb-sco,Milton Keynes Dons!Aberd...
21a7914b,Diego Alonso,2000-2011,0,URU,uy,Peñarol!Atlético Madrid,...
eb874847,José Juan Luque,1999-2010,0,ESP,es,Ciudad Murcia!Málaga!Gr...
2f57aca3,Carlos Bueno,2005-2016,0,URU,uy,Querétaro!Peñarol!Real ...
94c20a60,Milan Fukal,2000-2013,0,CZE,cz,Kapfenberger SV!Hamburge...
6843b330,Orlin Starokin,2009-2018,1,BUL,bg,PFC Cherno More Varna!FC...
305dae6e,Walter Bressan,2005-2015,0,ITA,it,Sassuolo!Varese!Arezzo,...
e4784649,Sami Rähmönen,2005-2014,0,FIN,fi,Turun Palloseura
1a934981,Freddy dos Santos,2000-2011,0,NOR,no,Vålerenga Fotball!Molde FK
56a07291,Serhiy Kravchenko,2005-2017,0,UKR,ua,FC Dnipro Dnipropetrovsk,...
fe4a25be,Hamdi Harbaoui,2007-2018,1,TUN,tn,Anderlecht!Zulte Waregem...
